"","Date.Rptd","date","TIME.OCC","AREA","AREA.NAME","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","Status","Status.Desc","LAT","LON"
"11","03/11/2020 12:00:00 AM",2020-03-11,1655,10,"West Valley",624,"BATTERY - SIMPLE ASSAULT",47,"M","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1993,-118.5535
"12","03/17/2020 12:00:00 AM",2020-03-17,430,6,"Hollywood",220,"ATTEMPTED ROBBERY",34,"M","O",114,"TAXI",107,"OTHER FIREARM","IC","Invest Cont",34.0935,-118.3266
"13","03/17/2020 12:00:00 AM",2020-03-17,1500,14,"Pacific",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",41,"M","W",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",33.9489,-118.3911
"14","03/13/2020 12:00:00 AM",2020-03-12,1800,1,"Central",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",38,"M","O",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0423,-118.2666
"15","03/11/2020 12:00:00 AM",2020-03-11,730,10,"West Valley",626,"INTIMATE PARTNER - SIMPLE ASSAULT",42,"F","O",104,"DRIVEWAY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.1732,-118.5188
"16","03/16/2020 12:00:00 AM",2020-03-14,2230,10,"West Valley",210,"ROBBERY",72,"M","W",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",34.2084,-118.5535
"17","03/10/2020 12:00:00 AM",2020-03-10,2105,2,"Rampart",626,"INTIMATE PARTNER - SIMPLE ASSAULT",31,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0441,-118.2735
"18","03/18/2020 12:00:00 AM",2020-03-18,1330,6,"Hollywood",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",39,"F","H",501,"SINGLE FAMILY DWELLING",511,"VERBAL THREAT","IC","Invest Cont",34.0918,-118.3092
"19","03/16/2020 12:00:00 AM",2020-03-09,2000,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",23,"F","B",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.0383,-118.4324
"20","03/18/2020 12:00:00 AM",2020-03-18,1955,7,"Wilshire",210,"ROBBERY",20,"M","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0853,-118.3386
"21","03/15/2020 12:00:00 AM",2020-03-15,1100,9,"Van Nuys",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",24,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.205,-118.4339
"22","03/13/2020 12:00:00 AM",2020-03-13,130,7,"Wilshire",624,"BATTERY - SIMPLE ASSAULT",41,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0585,-118.3262
"23","03/13/2020 12:00:00 AM",2020-03-05,2005,11,"Northeast",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",14,"F","H",101,"STREET",102,"HAND GUN","IC","Invest Cont",34.1151,-118.1955
"24","03/09/2020 12:00:00 AM",2020-03-08,2330,6,"Hollywood",761,"BRANDISH WEAPON",20,"F","W",210,"RESTAURANT/FAST FOOD",212,"BOTTLE","IC","Invest Cont",34.0998,-118.3295
"25","03/11/2020 12:00:00 AM",2020-03-11,1500,11,"Northeast",626,"INTIMATE PARTNER - SIMPLE ASSAULT",22,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0839,-118.2224
"26","05/26/2020 12:00:00 AM",2020-03-18,1230,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",47,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.122,-118.2278
"27","03/16/2020 12:00:00 AM",2020-03-16,2315,6,"Hollywood",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,"M","W",504,"OTHER RESIDENCE",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",34.098,-118.3324
"28","03/14/2020 12:00:00 AM",2020-03-14,1520,11,"Northeast",761,"BRANDISH WEAPON",36,"F","H",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",211,"AXE","IC","Invest Cont",34.1018,-118.2918
"29","03/05/2020 12:00:00 AM",2020-03-05,705,6,"Hollywood",210,"ROBBERY",25,"F","H",203,"OTHER BUSINESS",511,"VERBAL THREAT","AA","Adult Arrest",34.1,-118.3113
"30","03/18/2020 12:00:00 AM",2020-03-18,1955,7,"Wilshire",220,"ATTEMPTED ROBBERY",20,"M","W",122,"VEHICLE, PASSENGER/TRUCK",113,"SIMULATED GUN","IC","Invest Cont",34.0802,-118.3614
"31","03/05/2020 12:00:00 AM",2020-03-04,1940,9,"Van Nuys",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",67,"M","O",102,"SIDEWALK",205,"KITCHEN KNIFE","AA","Adult Arrest",34.1622,-118.4508
"32","03/16/2020 12:00:00 AM",2020-03-16,1135,1,"Central",624,"BATTERY - SIMPLE ASSAULT",57,"F","W",124,"BUS STOP",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0449,-118.2458
"33","03/19/2020 12:00:00 AM",2020-03-18,2000,9,"Van Nuys",210,"ROBBERY",49,"M","W",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",34.194,-118.4312
"34","03/17/2020 12:00:00 AM",2020-03-17,900,1,"Central",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",38,"M","W",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0452,-118.2569
"35","03/14/2020 12:00:00 AM",2020-03-13,10,2,"Rampart",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",49,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0698,-118.2665
"36","03/06/2020 12:00:00 AM",2020-03-06,2010,2,"Rampart",231,"ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER",19,"X","X",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",34.0544,-118.2767
"37","03/18/2020 12:00:00 AM",2020-03-18,400,10,"West Valley",520,"VEHICLE - ATTEMPT STOLEN",51,"M","W",501,"SINGLE FAMILY DWELLING",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.1777,-118.5166
"38","03/15/2020 12:00:00 AM",2020-03-15,1730,2,"Rampart",210,"ROBBERY",45,"F","H",402,"MARKET",511,"VERBAL THREAT","IC","Invest Cont",34.0573,-118.2699
"39","03/13/2020 12:00:00 AM",2020-03-13,710,1,"Central",623,"BATTERY POLICE (SIMPLE)",32,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0563,-118.2374
"40","03/11/2020 12:00:00 AM",2020-03-11,1135,4,"Hollenbeck",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN","AA","Adult Arrest",34.0228,-118.2133
"41","03/04/2020 12:00:00 AM",2020-03-04,740,2,"Rampart",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",34.0609,-118.26
"42","03/28/2020 12:00:00 AM",2020-03-12,1700,9,"Van Nuys",930,"CRIMINAL THREATS - NO WEAPON DISPLAYED",56,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT","AO","Adult Other",34.1939,-118.467
"43","03/04/2020 12:00:00 AM",2020-03-04,1810,10,"West Valley",624,"BATTERY - SIMPLE ASSAULT",24,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1778,-118.5535
"44","03/17/2020 12:00:00 AM",2020-03-10,225,6,"Hollywood",822,"HUMAN TRAFFICKING - COMMERCIAL SEX ACTS",14,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0855,-118.3091
"45","03/12/2020 12:00:00 AM",2020-03-11,330,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",22,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0926,-118.3244
"46","03/18/2020 12:00:00 AM",2020-03-17,1500,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",31,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.052,-118.4667
"47","04/17/2020 12:00:00 AM",2020-03-15,1400,9,"Van Nuys",625,"OTHER ASSAULT",57,"F","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.1996,-118.4575
"48","03/14/2020 12:00:00 AM",2020-03-11,106,9,"Van Nuys",331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",24,"F","A",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.1721,-118.4443
"49","03/12/2020 12:00:00 AM",2020-03-12,2200,2,"Rampart",761,"BRANDISH WEAPON",43,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,"KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest",34.0524,-118.2678
"50","03/14/2020 12:00:00 AM",2020-03-13,1200,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",44,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.8204,-118.3037
"51","03/09/2020 12:00:00 AM",2020-03-08,755,6,"Hollywood",220,"ATTEMPTED ROBBERY",50,"M","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.098,-118.3223
"52","03/17/2020 12:00:00 AM",2020-03-17,5,7,"Wilshire",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",33,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0669,-118.3451
"53","03/05/2020 12:00:00 AM",2020-03-05,1000,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",33,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0992,-118.3414
"54","03/16/2020 12:00:00 AM",2020-03-16,520,3,"Southwest",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",69,"F","B",122,"VEHICLE, PASSENGER/TRUCK",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",34.0025,-118.3269
"55","03/10/2022 12:00:00 AM",2020-03-18,1,12,"77th Street",820,"ORAL COPULATION",5,"M","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JA","Juv Arrest",33.9667,-118.286
"56","04/28/2022 12:00:00 AM",2020-03-04,1400,16,"Foothill",860,"BATTERY WITH SEXUAL CONTACT",7,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.2647,-118.4384
"57","01/12/2022 12:00:00 AM",2020-03-08,2200,21,"Topanga",121,"RAPE, FORCIBLE",35,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1809,-118.6089
"58","03/13/2020 12:00:00 AM",2020-03-13,1630,7,"Wilshire",624,"BATTERY - SIMPLE ASSAULT",56,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0574,-118.3535
"59","03/15/2020 12:00:00 AM",2020-03-15,1655,6,"Hollywood",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,"M","A",101,"STREET",102,"HAND GUN","IC","Invest Cont",34.0864,-118.3059
"60","03/15/2020 12:00:00 AM",2020-03-15,2200,10,"West Valley",626,"INTIMATE PARTNER - SIMPLE ASSAULT",31,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.1722,-118.5011
"61","03/12/2020 12:00:00 AM",2020-03-12,2335,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",38,"F","W",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",33.7388,-118.2814
"62","03/18/2020 12:00:00 AM",2020-03-18,805,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",26,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.131,-118.3452
"63","03/15/2020 12:00:00 AM",2020-03-15,2000,6,"Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",50,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0981,-118.318
"64","03/09/2020 12:00:00 AM",2020-03-09,2130,6,"Hollywood",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",48,"M","O",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0908,-118.3005
"65","03/17/2020 12:00:00 AM",2020-03-17,1700,11,"Northeast",624,"BATTERY - SIMPLE ASSAULT",33,"F","O",122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1164,-118.1749
"66","03/17/2020 12:00:00 AM",2020-03-17,100,8,"West LA",626,"INTIMATE PARTNER - SIMPLE ASSAULT",32,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.1284,-118.4898
"67","03/04/2020 12:00:00 AM",2020-03-04,1415,5,"Harbor",350,"THEFT, PERSON",27,"M","H",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7958,-118.2975
"68","03/11/2020 12:00:00 AM",2020-03-11,200,7,"Wilshire",121,"RAPE, FORCIBLE",25,"F","H",505,"MOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0457,-118.3455
"69","03/08/2020 12:00:00 AM",2020-03-04,1235,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",20,"F","H",801,"MTA BUS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0908,-118.3092
"70","03/15/2020 12:00:00 AM",2020-03-15,1530,3,"Southwest",624,"BATTERY - SIMPLE ASSAULT",29,"F","B",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0276,-118.3229
"71","03/16/2020 12:00:00 AM",2020-03-11,1130,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",28,"F","H",602,"BANK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",33.78,-118.2624
"72","03/06/2020 12:00:00 AM",2020-03-05,530,9,"Van Nuys",745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)",86,"M","W",221,"PUBLIC STORAGE",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.1649,-118.4662
"73","03/18/2020 12:00:00 AM",2020-03-18,1430,2,"Rampart",624,"BATTERY - SIMPLE ASSAULT",65,"M","A",904,"MTA - RED LINE - WESTLAKE/MACARTHUR PARK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0596,-118.2749
"74","03/15/2020 12:00:00 AM",2020-03-14,2100,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",48,"M","W",207,"BAR/COCKTAIL/NIGHTCLUB",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0465,-118.4484
"75","03/14/2020 12:00:00 AM",2020-03-14,215,6,"Hollywood",626,"INTIMATE PARTNER - SIMPLE ASSAULT",26,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1122,-118.3235
"76","03/12/2020 12:00:00 AM",2020-03-12,1130,2,"Rampart",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",31,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0548,-118.2638
"77","03/18/2020 12:00:00 AM",2020-03-18,1120,1,"Central",626,"INTIMATE PARTNER - SIMPLE ASSAULT",38,"F","B",503,"HOTEL",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.0535,-118.256
"78","03/16/2020 12:00:00 AM",2020-03-16,1650,9,"Van Nuys",210,"ROBBERY",19,"M","H",103,"ALLEY",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",34.1903,-118.4574
"79","03/18/2020 12:00:00 AM",2020-03-18,1445,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",15,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other",34.0442,-118.2063
"80","03/17/2020 12:00:00 AM",2020-03-17,730,9,"Van Nuys",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,"M","W",108,"PARKING LOT",101,"REVOLVER","AO","Adult Other",34.1576,-118.4225
"81","03/18/2020 12:00:00 AM",2020-03-18,1010,8,"West LA",624,"BATTERY - SIMPLE ASSAULT",54,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0467,-118.4341
"82","03/08/2020 12:00:00 AM",2020-03-07,1700,11,"Northeast",622,"BATTERY ON A FIREFIGHTER",35,"M","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0956,-118.2918
"83","03/07/2020 12:00:00 AM",2020-03-06,2000,9,"Van Nuys",624,"BATTERY - SIMPLE ASSAULT",58,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1684,-118.4586
"84","03/18/2020 12:00:00 AM",2020-03-18,1840,5,"Harbor",626,"INTIMATE PARTNER - SIMPLE ASSAULT",35,"F","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",33.7424,-118.2882
"85","03/20/2020 12:00:00 AM",2020-03-18,200,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",53,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",33.7827,-118.2378
"86","04/01/2020 12:00:00 AM",2020-03-18,2300,11,"Northeast",330,"BURGLARY FROM VEHICLE",36,"M","W",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.1036,-118.2962
"87","03/15/2020 12:00:00 AM",2020-03-14,1615,9,"Van Nuys",625,"OTHER ASSAULT",25,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.1513,-118.4509
"88","03/18/2020 12:00:00 AM",2020-03-18,1445,4,"Hollenbeck",624,"BATTERY - SIMPLE ASSAULT",11,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","JO","Juv Other",34.0442,-118.2063
"89","03/17/2020 12:00:00 AM",2020-03-17,400,8,"West LA",210,"ROBBERY",39,"M","W",108,"PARKING LOT",102,"HAND GUN","IC","Invest Cont",34.0502,-118.4344
"90","03/09/2020 12:00:00 AM",2020-03-09,100,9,"Van Nuys",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.2085,-118.4504
"91","03/09/2020 12:00:00 AM",2020-03-04,1720,11,"Northeast",740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",34.12,-118.2288
"92","03/04/2020 12:00:00 AM",2020-03-04,1930,10,"West Valley",236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",40,"M","H",152,"UNDERPASS/BRIDGE*",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.1889,-118.5622
"93","03/06/2020 12:00:00 AM",2020-03-06,1818,2,"Rampart",230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,"M","H",301,"GAS STATION",312,"PIPE/METAL PIPE","AO","Adult Other",34.0492,-118.2742
"94","03/16/2020 12:00:00 AM",2020-03-16,1010,1,"Central",626,"INTIMATE PARTNER - SIMPLE ASSAULT",26,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.0444,-118.2407
"95","04/15/2020 12:00:00 AM",2020-03-05,1300,11,"Northeast",330,"BURGLARY FROM VEHICLE",33,"F","W",108,"PARKING LOT",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",34.1426,-118.224
"96","03/18/2020 12:00:00 AM",2020-03-18,1735,2,"Rampart",626,"INTIMATE PARTNER - SIMPLE ASSAULT",26,"F","H",509,"MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",34.0637,-118.2638
"97","03/12/2020 12:00:00 AM",2020-03-12,1820,6,"Hollywood",624,"BATTERY - SIMPLE ASSAULT",32,"F","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.0998,-118.3468
"98","03/14/2020 12:00:00 AM",2020-03-14,1530,5,"Harbor",624,"BATTERY - SIMPLE ASSAULT",78,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",33.7802,-118.2593
"99","03/15/2020 12:00:00 AM",2020-03-15,1330,10,"West Valley",626,"INTIMATE PARTNER - SIMPLE ASSAULT",41,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",34.2102,-118.547
